adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,18638,tt0444626,en,Faith of My Fathers,"Faith of My Fathers is based on the story of Lieutenant Commander John McCain's experiences as a prisoner of war in North Vietnam for five and a half years during the Vietnam War, interleaved with his memories of growing up in a heritage rich with military service.",0.628498,/vrb2xzkNvCpUlJypDmU0LLYkpCj.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-05-30,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Faith of My Fathers,False,6.2,7.0
False,,23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",,12651,tt0100133,en,Memphis Belle,"The ""Memphis Belle"" is a World War II bomber, piloted by a young crew on dangerous bombing raids into Europe. The crew only have to make one more bombing raid before they have finished their duty and can go home. In the briefing before their last flight, the crew discover that the target for the day is Dresden, a heavily-defended city that invariably causes many Allied casualties",8.854911,/47LvV0urbkr8fEGEZHijD0GZReS.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Enigma Productions', 'id': 7049}, {'name': 'Fujisankei Communication Group', 'id': 22038}, {'name': 'County Natwest Ventures', 'id': 89600}, {'name': 'British Satellite Broadcasting (BSB)', 'id': 89601}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-09-07,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Brave young men who rode on the wings of victory.,Memphis Belle,False,6.4,123.0
False,"{'id': 285564, 'name': 'Jarhead Collection', 'poster_path': '/aRFpBjCseFD6UmahAuLdqS7Or5q.jpg', 'backdrop_path': '/ifSnip5tvaHvxLPAyjkiihE6T2I.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",https://www.facebook.com/JarheadMovie,378385,tt4616014,en,Jarhead 3: The Siege,"Corporal Evan Albright (Charlie Weber) joined the elite Marine Corps Security Guards to save the world and see some action-not necessarily in that order. But his first assignment, protecting a U. S. Embassy in a seemingly safe Middle Eastern capitol, relegates his unit to wrangling ""gate groupies"" protesting outside the compound and honing their marksmanship by playing video games. So Albright and his team are caught off guard when well-armed and well-trained militants launch a surprise attack aimed at killing an informant in the embassy. Heavily out-gunned, they will have to muster all the courage and fire power they can as their once routine assignment spirals into all-out war.",3.596977,/dMSGHERrKfbKqRwhQNb2oqYJvO6.jpg,"[{'name': 'Universal 1440 Entertainment', 'id': 17009}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-01-20,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Jarhead 3: The Siege,False,5.6,39.0
False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,37129,tt0070861,ru,V Boy Idut Odni Stariki,"Bogdan Titarenko is very talented pilot and brave leader of ""Singing group"". He also must look after some new cadets and fight together with them against German Luftwaffe planes. Close to Bogdan always are his friends, they are all from different parts of the country, but they all became real brothers.",1.286164,/4ILYnyqgvwgxQ7a2xo7VSEw2yBS.jpg,"[{'name': 'Dovzhenko Film Studios', 'id': 4581}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1973-06-06,0.0,92.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Only Old Men Are Going to Battle,False,7.9,21.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,98399,tt0036386,en,Stand by for Action,"U. S. Navy Lieutenant Gregg Masterman, of The Harvard and Boston Back Bay Mastermans, learned about the sea while winning silver cups sailing his yacht. He climbs swiftly in rank, and is now Junior Aide to Rear Admiral Stephen Thomas.",0.072259,/yuka3W4yxE7owLVbuKBjKJRENVA.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1942-12-31,0.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The mightiest naval drama of all time!,Stand by for Action,False,0.0,0.0
False,,4,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,22649,tt0022879,en,A Farewell to Arms,"British nurse Catherine Barkley (Helen Hayes) and American Lieutenant Frederic Henry (Gary Cooper) fall in love during the First World War in Italy. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each, as the war rages on. Academy Awards winner for Best Cinematography and for Best Sound, Recording. Nominated for Best Picture and for Best Art Direction.",1.914697,/k0MF0IIbJ2PfOIku2KyraXL72d8.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-12-08,25.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every woman who has loved will understand,A Farewell to Arms,False,6.2,29.0
False,,0,"[{'id': 10752, 'name': 'War'}]",,48133,tt0036621,fr,Aventure Malgache,The Moliere players are in their dressing room getting ready to go on set. One actor mentions to another that his face reminds him of an opportunist turncoat he once knew when he was in the Resistance in France. He relates the adventure that he had in the Resistance - running an illegal radio station and dodging the Nazis.,0.593997,/59aHxiBWsYGgIgsx66XLEuyWlV9.jpg,"[{'name': 'Ministry of Information', 'id': 6309}, {'name': 'Phoenix', 'id': 76410}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1944-01-01,0.0,31.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Aventure Malgache,False,5.5,13.0
False,,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,210052,tt2582320,de,Wolfskinder,"The story of a boy who, driven by the search for his lost brother in the turmoil of WWII, joins a group of children in order to survive the chaos of post-war anarchy in the haunted forests of Lithuania.",0.471842,/n9hQH9W40KQtrrpTr4YTFwt9sYL.jpg,"[{'name': 'ARTE', 'id': 5766}, {'name': 'Hessischer Rundfunk (HR)', 'id': 9292}]","[{'iso_3166_1': 'LT', 'name': 'Lithuania'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2013-08-28,0.0,91.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Wolfskinder,False,7.1,5.0
False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,333846,tt2886632,sr,Enklava,"Nenad, ten years Christian boy from a Serbian enclave, determined to create a proper community burial for his late grandfather, crosses enemy lines and makes friends among the Muslim majority in deeply divided, war-torn Kosovo.",0.663021,/bAvSaq9L5ampufyU0Vnqshru3Wc.jpg,"[{'name': 'Nama Film', 'id': 25077}, {'name': 'Sein+Hain Film', 'id': 72116}]","[{'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2015-03-03,0.0,92.0,"[{'iso_639_1': 'sq', 'name': 'shqip'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,Enclave,Enclave,False,7.1,9.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,118910,tt0047956,en,The Court-Martial of Billy Mitchell,A dramatization of the American general and his court martial for publically complaining about High Command's dismissal and neglect of the aerial fighting forces.,0.288597,/cUomb1p98KmfBAbihNjNaBdYril.jpg,[],[],1955-12-31,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He defied the army and navy . . . and they gave him a Court Martial!,The Court-Martial of Billy Mitchell,False,7.4,7.0
False,"{'id': 158365, 'name': 'Why We Fight', 'poster_path': '/fFYBLu2Hnx27CWLOMd425ExDkgK.jpg', 'backdrop_path': None}",0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",,79090,tt0182766,en,Why We Fight: The Battle of Britain,"Exciting newsreel footage highlights this award-winning documentary of Britain's gallant stand against the encroaching Nazi horde. As the British people fight bravely, Hitler orders the Luftwaffe to begin the London Blitz in the hope of bringing England to her knees.",0.071763,/j61CrUazMU1Mq1ibJrf7E5ZkJfR.jpg,[],[],1943-10-10,0.0,54.0,[],Released,,Why We Fight: The Battle of Britain,False,6.5,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,333696,tt3822818,de,Nackt unter Wölfen,"Naked Among Wolves (German: Nackt unter Wölfen) is a German drama film directed by Philipp Kadelbach in 2015. It is based on the novel of the same name by Bruno Apitz, which was published in 1958 by the East German Publishing house. It was created for television, it is the third film version of the literary text. The film takes place in the years 1944 and 1945 towards the end of World War II in the Buchenwald concentration camp.",4.885995,/eQhfNj3X8VImhH5NXVGRuDPnAXz.jpg,"[{'name': 'UFA Fiction', 'id': 24307}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2015-04-01,0.0,105.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,Naked Among Wolves,False,7.6,30.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,139170,tt0063237,en,The Long Day's Dying,Three British soldiers and their German captive trek through the European countryside.,0.291201,/hLxZ5v4PDD4jDQ9jxEiaGmbWrXk.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1968-05-28,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Long Day's Dying,False,7.3,4.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,94638,tt0024402,ru,Окраина,"Outskirts is an internationally renowned masterpiece of early sound cinema. In a remote Russian village during World War I, colorful and nuanced characters experience divided loyalties: family loyalty vs. personal desire, nationalism vs. transcendent humanism.",0.352988,/shVHcdSK04VWvY8tIHXi0sI69Up.jpg,"[{'name': 'Mezhrabpomfilm', 'id': 8970}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1933-03-24,0.0,98.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Outskirts,False,5.0,4.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}, {'id': 10769, 'name': 'Foreign'}]",,73682,tt0819895,en,Hîrtia va fi albastrã,"Out of enthusiasm, a Militia soldier abandons his platoon and decides to fight for the cause of the Revolution. His Lieutenant and the rest of the crew look for him during the confused night of 22-23 December 1989.",0.429128,/6VJrhuyOB9iH9uVoHYRJzUiJ0v7.jpg,"[{'name': 'Multimedia Est', 'id': 13020}]","[{'iso_3166_1': 'RO', 'name': 'Romania'}]",2006-08-07,0.0,92.0,"[{'iso_639_1': 'ro', 'name': 'Română'}]",Released,,The Paper Will Be Blue,False,7.3,4.0
False,"{'id': 306063, 'name': 'Saints and Soldiers Collection', 'poster_path': '/mhL9AqCr94RYecdvhV8KitCc0gW.jpg', 'backdrop_path': '/uAv2zvBtIGujt9jGELeHKEaNjRi.jpg'}",0,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,294690,tt1270114,en,Saints and Soldiers: The Void,"Germany, May 1945, deep in the Harz Mountains a U.S. tank crew discovers a platoon of Germans preparing to ambush U.S. supply trucks.",3.351527,/aKxmzaFNk8R8ToGY1uolPvTjZKa.jpg,"[{'name': 'Koan Films', 'id': 10890}, {'name': 'Go Films', 'id': 13313}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-15,0.0,96.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Saints and Soldiers: The Void,False,5.2,22.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,52440,tt0037462,en,The White Cliffs of Dover,An American woman with a British husband fights to keep her family together through two world wars.,0.485309,/4J6Y3KFoJwxqB551IlnCrj82B6P.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1944-05-11,0.0,126.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The greatest love story of our time! It will live forever in your heart! MGM's greatest triumph!,The White Cliffs of Dover,False,4.7,3.0
False,,0,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",http://www.frozenchosin.com/,84569,tt1561406,en,Chosin,"After 60 years of silence, the survivors of the Chosin Reservoir Campaign of the Korean War take us on an emotional and heart-pounding journey through one of the most savage battles in American history.",0.041185,/voi5DD7kpFvLUoRk8lwbMg0KZ8e.jpg,"[{'name': 'Veterans', 'id': 8420}, {'name': 'Post Factory Films', 'id': 8421}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-10,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Chosin,False,7.0,1.0
False,,1590000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,13321,tt0037017,en,Lifeboat,"During World War II, a small group of survivors is stranded in a lifeboat together after the ship they were traveling on is destroyed by a German U-boat.",7.773354,/uptFcaNThH0p2nl0BIqbbdsM850.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1944-01-11,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"Six men and three women - against the sea, and each other!",Lifeboat,False,7.3,112.0
